3	0.836000	0.418000	0.836000	0.797300	11.920000	8.930000	0.500000	0	0.000000
1	0.618000	0.618000	0.772500	0.671500	9.120000	22.830000	0.500000	0	0.000000
4	0.250000	0.125000	0.250000	0.250000	36.160000	22.990000	0.000000	0	0.000000
2	0.453000	0.453000	0.566250	0.402900	21.930000	12.640000	0.000000	0	0.000000
3	0.589000	0.294500	0.589000	0.752250	46.919998	40.320000	0.500000	0	0.000000
1	0.970000	0.970000	0.970000	0.300150	30.150000	2.360000	0.500000	0	0.000000
4	0.413000	0.206500	0.516250	0.462400	45.430000	17.309999	0.000000	0	0.000000
3	0.512000	0.256000	0.512000	0.687650	30.190001	23.360001	0.500000	0	0.000000
1	0.529000	0.529000	0.661250	0.404700	34.700001	21.850000	0.500000	0	0.000000
1	0.250000	0.250000	0.312500	0.644300	15.920000	35.540001	0.500000	0	0.000000
1	0.250000	0.250000	0.250000	0.365600	7.890000	35.400002	0.500000	0	0.000000
1	0.250000	0.250000	0.312500	0.766700	31.959999	15.630000	0.500000	0	0.000000
1	0.409000	0.409000	0.409000	0.329050	25.910000	40.900002	0.500000	0	0.000000
3	0.250000	0.125000	0.312500	0.719950	41.500000	27.850000	0.500000	0	0.000000
2	0.250000	0.250000	0.312500	0.516800	49.520000	17.090000	0.000000	0	0.000000
1	0.250000	0.250000	0.250000	0.421600	31.190001	8.700000	0.500000	0	0.000000
1	0.930000	0.930000	1.162500	0.801550	36.910000	38.349998	0.500000	0	0.000000
1	0.634000	0.634000	0.634000	0.266150	16.440001	3.830000	0.500000	0	0.000000
1	0.250000	0.250000	0.250000	0.813450	4.070000	7.500000	0.500000	0	0.000000
4	0.702000	0.351000	0.702000	0.400350	31.420000	6.630000	0.000000	0	0.000000
1	0.628000	0.628000	0.628000	0.836400	5.580000	22.260000	0.500000	0	0.000000
2	0.250000	0.250000	0.250000	0.449750	48.389999	40.389999	0.000000	0	0.000000
1	0.609000	0.609000	0.609000	0.456550	45.669998	31.370001	0.500000	0	0.000000
1	0.505000	0.505000	0.631250	0.408100	33.279999	20.410000	0.500000	0	0.000000
1	0.735000	0.735000	0.735000	0.665550	45.970001	40.380001	0.500000	0	0.000000
2	0.818000	0.409000	1.022500	0.752250	8.380000	35.299999	0.000000	3	0.250000
1	0.799000	0.799000	0.799000	0.369000	43.939999	2.570000	0.500000	0	0.000000
2	0.250000	0.250000	0.250000	0.396100	24.629999	10.310000	0.000000	0	0.000000
2	0.250000	0.250000	0.250000	0.565250	3.200000	43.520000	0.000000	0	0.000000
3	0.675000	0.337500	0.843750	0.561850	39.119999	40.630001	0.500000	0	0.000000
3	0.657000	0.328500	0.657000	0.835550	7.970000	25.340000	0.500000	0	0.000000
1	0.427000	0.427000	0.533750	0.267000	15.610000	41.150002	0.500000	0	0.000000
1	0.250000	0.250000	0.312500	0.713150	13.310000	16.120001	0.500000	0	0.000000
1	0.250000	0.250000	0.250000	0.350200	13.700000	24.910000	0.500000	0	0.000000
1	0.250000	0.250000	0.250000	0.623050	21.230000	30.690001	0.500000	0	0.000000
